  0.9.10 # v: lpa-ouput version
5.17E+13 # d: dislocation density [m^-2]
    real # t: A(L) transformation
       W # m: model function
      F1 # f: filter
# j Lmax[nm]    error          density[nm-2]     cut-off-radius[nm]
  1      4.5  2.0e-05  4.765180713557141e-05  4.368239816181330e+02
  1      6.0  1.4e-05  4.774715962503822e-05  4.314104721497837e+02
  1      7.5  1.1e-05  4.793869679428774e-05  4.212111296278837e+02
  1      9.0  2.1e-05  5.055808408260882e-05  3.123441917256428e+02
  1     10.5  2.1e-05  5.153580436316570e-05  2.823961823206739e+02
  1     12.0  2.0e-05  5.125989491281855e-05  2.902170644397851e+02
  1     13.5  2.1e-05  5.070752529458303e-05  3.064053437349984e+02
  1     15.0  2.9e-05  4.983020319084245e-05  3.341931769444723e+02
  1     16.5  4.4e-05  4.868755423488199e-05  3.751114401305069e+02
...
