4608	# No of dislocations in the cell
800000	# Np of point-pairs
  3200	# Square
 2	 0	 0	# diffraction vector, g:
 1	-1	-2	# line vector, l:
0.202470	0.202470	0.000000	# Burgers vector, b in [nm] 
0.266310	# C_factor/ nu = 0.345000
0.404940	# lattice parameter, [nm]
L	cos_AL	err_Cos	sin_AL	err_Sin	Cos_2AL	err_Cos_2AL	Sin_2AL	err_Sin_2AL	Cos_3AL	err_Cos_3AL	Sin_3AL	err_Sin_3AL	Cos_4AL	err_Cos_4AL	Sin_4AL	err_Sin_4AL	Cos_5AL	err_Cos_5AL	Sin_5AL	err_Sin_5AL	<eps^2>	bad_points
  11.8	 0.9615034	 0.0000005	-0.0833881	 0.0000008	 0.8718884	 0.0000008	-0.1476211	 0.0000010	 0.7544897	 0.0004641	-0.1835277	 0.0006427	 0.6297942	 0.0006140	-0.1909320	 0.0007214	 0.5121226	 0.0007262	-0.1752306	 0.0007693	 0.0328301	168249
  23.6	 0.8701501	 0.0000008	-0.1450963	 0.0000010	 0.6275059	 0.0000011	-0.1869051	 0.0000012	 0.4085974	 0.0007950	-0.1412902	 0.0008050	 0.2689886	 0.0008481	-0.0758197	 0.0008556	 0.1907262	 0.0008728	-0.0369522	 0.0008677	 0.0170587	164757
  35.4	 0.7505742	 0.0000010	-0.1766144	 0.0000011	 0.4071925	 0.0000012	-0.1380102	 0.0000013	 0.2231820	 0.0008598	-0.0501436	 0.0008629	 0.1366252	 0.0008797	-0.0284489	 0.0008727	 0.0723936	 0.0008773	-0.0234497	 0.0008872	 0.0116941	161382
  47.2	 0.6236392	 0.0000011	-0.1793959	 0.0000012	 0.2658692	 0.0000013	-0.0716723	 0.0000013	 0.1358030	 0.0008776	-0.0289239	 0.0008704	 0.0584888	 0.0008786	-0.0197894	 0.0008832	 0.0402457	 0.0008843	-0.0072585	 0.0008793	 0.0090180	158071
  59.0	 0.5041228	 0.0000012	-0.1597732	 0.0000012	 0.1881906	 0.0000013	-0.0354604	 0.0000013	 0.0720294	 0.0008735	-0.0259798	 0.0008820	 0.0404918	 0.0008828	-0.0092222	 0.0008764	 0.0175176	 0.0008826	-0.0208751	 0.0008775	 0.0072127	154892
  70.8	 0.4024061	 0.0000012	-0.1286480	 0.0000012	 0.1364088	 0.0000013	-0.0297746	 0.0000013	 0.0434101	 0.0008786	-0.0138358	 0.0008760	 0.0250047	 0.0008807	-0.0228490	 0.0008747	-0.0057724	 0.0008778	-0.0058018	 0.0008785	 0.0059345	151712
  82.6	 0.3220552	 0.0000013	-0.0945368	 0.0000013	 0.0909906	 0.0000013	-0.0303335	 0.0000013	 0.0397776	 0.0008800	-0.0173173	 0.0008706	-0.0021043	 0.0008781	-0.0150220	 0.0008739	 0.0013873	 0.0008753	-0.0039014	 0.0008770	 0.0050721	148614
  94.4	 0.2622832	 0.0000013	-0.0646686	 0.0000013	 0.0562843	 0.0000013	-0.0255761	 0.0000013	 0.0266038	 0.0008770	-0.0273124	 0.0008700	-0.0013879	 0.0008741	-0.0074376	 0.0008742	 0.0091108	 0.0008716	 0.0020201	 0.0008767	 0.0044626	145694
 106.2	 0.2190812	 0.0000013	-0.0430429	 0.0000013	 0.0403265	 0.0000013	-0.0209073	 0.0000013	 0.0073505	 0.0008746	-0.0227272	 0.0008692	 0.0027745	 0.0008709	-0.0037988	 0.0008734	 0.0125369	 0.0008725	-0.0032880	 0.0008717	 0.0039167	142684
 118.0	 0.1864712	 0.0000013	-0.0305958	 0.0000013	 0.0386043	 0.0000013	-0.0221779	 0.0000013	 0.0026676	 0.0008702	-0.0126159	 0.0008702	 0.0092275	 0.0008687	 0.0034932	 0.0008717	 0.0036023	 0.0008715	-0.0073057	 0.0008690	 0.0034555	139812
